sequence,arm_id,scenario_id,trial_number,scenario_type,status,contract_valid,provider_failed,focal_vulnerable_candidate_id,parsed_ranking,vulnerable_candidate_rank,top_1_success,top_4_success,reciprocal_rank,latency_ms,raw_artifact,validation_errors
400,proprietary_gpt,os15-s0056,1,positive,valid,True,False,os15-c000146,"[""os15-c000146"",""os15-c000455"",""os15-c000151"",""os15-c000192"",""os15-c000337""]",1,True,True,1.0,4388,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0400__proprietary_gpt__os15-s0056__trial-1.json,[]
401,proprietary_gpt,os15-s0056,2,positive,valid,True,False,os15-c000146,"[""os15-c000455"",""os15-c000146"",""os15-c000151"",""os15-c000192"",""os15-c000337""]",2,False,True,0.5,3401,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0401__proprietary_gpt__os15-s0056__trial-2.json,[]
402,proprietary_gpt,os15-s0056,3,positive,valid,True,False,os15-c000146,"[""os15-c000455"",""os15-c000146"",""os15-c000151"",""os15-c000192"",""os15-c000337""]",2,False,True,0.5,4498,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0402__proprietary_gpt__os15-s0056__trial-3.json,[]
403,proprietary_gpt,os15-s0056,4,positive,valid,True,False,os15-c000146,"[""os15-c000146"",""os15-c000455"",""os15-c000151"",""os15-c000192"",""os15-c000337""]",1,True,True,1.0,4682,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0403__proprietary_gpt__os15-s0056__trial-4.json,[]
404,proprietary_gpt,os15-s0056,5,positive,valid,True,False,os15-c000146,"[""os15-c000455"",""os15-c000146"",""os15-c000151"",""os15-c000192"",""os15-c000337""]",2,False,True,0.5,6080,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0404__proprietary_gpt__os15-s0056__trial-5.json,[]
405,proprietary_gpt,os15-s0057,1,positive,valid,True,False,os15-c000190,"[""os15-c000323"",""os15-c000216"",""os15-c000388"",""os15-c000131"",""os15-c000190""]",5,False,False,0.2,3962,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0405__proprietary_gpt__os15-s0057__trial-1.json,[]
406,proprietary_gpt,os15-s0057,2,positive,valid,True,False,os15-c000190,"[""os15-c000323"",""os15-c000216"",""os15-c000388"",""os15-c000131"",""os15-c000190""]",5,False,False,0.2,4143,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0406__proprietary_gpt__os15-s0057__trial-2.json,[]
407,proprietary_gpt,os15-s0057,3,positive,valid,True,False,os15-c000190,"[""os15-c000323"",""os15-c000216"",""os15-c000388"",""os15-c000131"",""os15-c000190""]",5,False,False,0.2,4318,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0407__proprietary_gpt__os15-s0057__trial-3.json,[]
408,proprietary_gpt,os15-s0057,4,positive,valid,True,False,os15-c000190,"[""os15-c000323"",""os15-c000216"",""os15-c000388"",""os15-c000131"",""os15-c000190""]",5,False,False,0.2,3721,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0408__proprietary_gpt__os15-s0057__trial-4.json,[]
409,proprietary_gpt,os15-s0057,5,positive,valid,True,False,os15-c000190,"[""os15-c000323"",""os15-c000216"",""os15-c000388"",""os15-c000131"",""os15-c000190""]",5,False,False,0.2,4078,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0409__proprietary_gpt__os15-s0057__trial-5.json,[]
410,proprietary_gpt,os15-s0058,1,positive,valid,True,False,os15-c000225,"[""os15-c000154"",""os15-c000501"",""os15-c000469"",""os15-c000308"",""os15-c000225""]",5,False,False,0.2,3617,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0410__proprietary_gpt__os15-s0058__trial-1.json,[]
411,proprietary_gpt,os15-s0058,2,positive,valid,True,False,os15-c000225,"[""os15-c000154"",""os15-c000501"",""os15-c000469"",""os15-c000308"",""os15-c000225""]",5,False,False,0.2,5056,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0411__proprietary_gpt__os15-s0058__trial-2.json,[]
412,proprietary_gpt,os15-s0058,3,positive,valid,True,False,os15-c000225,"[""os15-c000154"",""os15-c000501"",""os15-c000469"",""os15-c000308"",""os15-c000225""]",5,False,False,0.2,7425,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0412__proprietary_gpt__os15-s0058__trial-3.json,[]
413,proprietary_gpt,os15-s0058,4,positive,valid,True,False,os15-c000225,"[""os15-c000154"",""os15-c000501"",""os15-c000469"",""os15-c000308"",""os15-c000225""]",5,False,False,0.2,5305,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0413__proprietary_gpt__os15-s0058__trial-4.json,[]
414,proprietary_gpt,os15-s0058,5,positive,valid,True,False,os15-c000225,"[""os15-c000154"",""os15-c000501"",""os15-c000469"",""os15-c000308"",""os15-c000225""]",5,False,False,0.2,4925,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0414__proprietary_gpt__os15-s0058__trial-5.json,[]
415,proprietary_gpt,os15-s0059,1,positive,valid,True,False,os15-c000486,"[""os15-c000492"",""os15-c000116"",""os15-c000486"",""os15-c000427"",""os15-c000073""]",3,False,True,0.333333,5999,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0415__proprietary_gpt__os15-s0059__trial-1.json,[]
416,proprietary_gpt,os15-s0059,2,positive,valid,True,False,os15-c000486,"[""os15-c000492"",""os15-c000116"",""os15-c000486"",""os15-c000427"",""os15-c000073""]",3,False,True,0.333333,4511,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0416__proprietary_gpt__os15-s0059__trial-2.json,[]
417,proprietary_gpt,os15-s0059,3,positive,valid,True,False,os15-c000486,"[""os15-c000492"",""os15-c000116"",""os15-c000486"",""os15-c000427"",""os15-c000073""]",3,False,True,0.333333,5088,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0417__proprietary_gpt__os15-s0059__trial-3.json,[]
418,proprietary_gpt,os15-s0059,4,positive,valid,True,False,os15-c000486,"[""os15-c000492"",""os15-c000116"",""os15-c000486"",""os15-c000427"",""os15-c000073""]",3,False,True,0.333333,4330,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0418__proprietary_gpt__os15-s0059__trial-4.json,[]
419,proprietary_gpt,os15-s0059,5,positive,valid,True,False,os15-c000486,"[""os15-c000492"",""os15-c000116"",""os15-c000486"",""os15-c000427"",""os15-c000073""]",3,False,True,0.333333,4336,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0419__proprietary_gpt__os15-s0059__trial-5.json,[]
420,proprietary_gpt,os15-s0060,1,positive,valid,True,False,os15-c000015,"[""os15-c000103"",""os15-c000067"",""os15-c000243"",""os15-c000331"",""os15-c000015""]",5,False,False,0.2,4284,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0420__proprietary_gpt__os15-s0060__trial-1.json,[]
421,proprietary_gpt,os15-s0060,2,positive,valid,True,False,os15-c000015,"[""os15-c000103"",""os15-c000067"",""os15-c000243"",""os15-c000331"",""os15-c000015""]",5,False,False,0.2,3782,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0421__proprietary_gpt__os15-s0060__trial-2.json,[]
422,proprietary_gpt,os15-s0060,3,positive,valid,True,False,os15-c000015,"[""os15-c000103"",""os15-c000067"",""os15-c000243"",""os15-c000331"",""os15-c000015""]",5,False,False,0.2,3427,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0422__proprietary_gpt__os15-s0060__trial-3.json,[]
423,proprietary_gpt,os15-s0060,4,positive,valid,True,False,os15-c000015,"[""os15-c000103"",""os15-c000067"",""os15-c000243"",""os15-c000331"",""os15-c000015""]",5,False,False,0.2,3823,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0423__proprietary_gpt__os15-s0060__trial-4.json,[]
424,proprietary_gpt,os15-s0060,5,positive,valid,True,False,os15-c000015,"[""os15-c000103"",""os15-c000067"",""os15-c000243"",""os15-c000331"",""os15-c000015""]",5,False,False,0.2,3160,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0424__proprietary_gpt__os15-s0060__trial-5.json,[]
425,proprietary_gpt,os15-s0061,1,positive,valid,True,False,os15-c000096,"[""os15-c000305"",""os15-c000464"",""os15-c000384"",""os15-c000096"",""os15-c000261""]",4,False,True,0.25,3314,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0425__proprietary_gpt__os15-s0061__trial-1.json,[]
426,proprietary_gpt,os15-s0061,2,positive,valid,True,False,os15-c000096,"[""os15-c000305"",""os15-c000464"",""os15-c000384"",""os15-c000096"",""os15-c000261""]",4,False,True,0.25,4812,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0426__proprietary_gpt__os15-s0061__trial-2.json,[]
427,proprietary_gpt,os15-s0061,3,positive,valid,True,False,os15-c000096,"[""os15-c000305"",""os15-c000464"",""os15-c000384"",""os15-c000096"",""os15-c000261""]",4,False,True,0.25,4864,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0427__proprietary_gpt__os15-s0061__trial-3.json,[]
428,proprietary_gpt,os15-s0061,4,positive,valid,True,False,os15-c000096,"[""os15-c000305"",""os15-c000464"",""os15-c000384"",""os15-c000096"",""os15-c000261""]",4,False,True,0.25,4559,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0428__proprietary_gpt__os15-s0061__trial-4.json,[]
429,proprietary_gpt,os15-s0061,5,positive,valid,True,False,os15-c000096,"[""os15-c000305"",""os15-c000464"",""os15-c000384"",""os15-c000096"",""os15-c000261""]",4,False,True,0.25,4243,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0429__proprietary_gpt__os15-s0061__trial-5.json,[]
430,proprietary_gpt,os15-s0062,1,positive,valid,True,False,os15-c000302,"[""os15-c000302"",""os15-c000408"",""os15-c000110"",""os15-c000396"",""os15-c000195""]",1,True,True,1.0,4663,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0430__proprietary_gpt__os15-s0062__trial-1.json,[]
431,proprietary_gpt,os15-s0062,2,positive,valid,True,False,os15-c000302,"[""os15-c000302"",""os15-c000408"",""os15-c000110"",""os15-c000396"",""os15-c000195""]",1,True,True,1.0,3930,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0431__proprietary_gpt__os15-s0062__trial-2.json,[]
432,proprietary_gpt,os15-s0062,3,positive,valid,True,False,os15-c000302,"[""os15-c000302"",""os15-c000408"",""os15-c000110"",""os15-c000396"",""os15-c000195""]",1,True,True,1.0,4467,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0432__proprietary_gpt__os15-s0062__trial-3.json,[]
433,proprietary_gpt,os15-s0062,4,positive,valid,True,False,os15-c000302,"[""os15-c000302"",""os15-c000408"",""os15-c000110"",""os15-c000396"",""os15-c000195""]",1,True,True,1.0,5713,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0433__proprietary_gpt__os15-s0062__trial-4.json,[]
434,proprietary_gpt,os15-s0062,5,positive,valid,True,False,os15-c000302,"[""os15-c000302"",""os15-c000408"",""os15-c000110"",""os15-c000396"",""os15-c000195""]",1,True,True,1.0,5506,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0434__proprietary_gpt__os15-s0062__trial-5.json,[]
435,proprietary_gpt,os15-s0063,1,positive,valid,True,False,os15-c000423,"[""os15-c000325"",""os15-c000163"",""os15-c000423"",""os15-c000485"",""os15-c000392""]",3,False,True,0.333333,3786,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0435__proprietary_gpt__os15-s0063__trial-1.json,[]
436,proprietary_gpt,os15-s0063,2,positive,valid,True,False,os15-c000423,"[""os15-c000325"",""os15-c000163"",""os15-c000485"",""os15-c000423"",""os15-c000392""]",4,False,True,0.25,3625,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0436__proprietary_gpt__os15-s0063__trial-2.json,[]
437,proprietary_gpt,os15-s0063,3,positive,valid,True,False,os15-c000423,"[""os15-c000325"",""os15-c000163"",""os15-c000423"",""os15-c000485"",""os15-c000392""]",3,False,True,0.333333,5082,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0437__proprietary_gpt__os15-s0063__trial-3.json,[]
438,proprietary_gpt,os15-s0063,4,positive,valid,True,False,os15-c000423,"[""os15-c000325"",""os15-c000163"",""os15-c000423"",""os15-c000485"",""os15-c000392""]",3,False,True,0.333333,4665,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0438__proprietary_gpt__os15-s0063__trial-4.json,[]
439,proprietary_gpt,os15-s0063,5,positive,valid,True,False,os15-c000423,"[""os15-c000325"",""os15-c000163"",""os15-c000423"",""os15-c000485"",""os15-c000392""]",3,False,True,0.333333,4119,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0439__proprietary_gpt__os15-s0063__trial-5.json,[]
440,proprietary_gpt,os15-s0064,1,positive,valid,True,False,os15-c000386,"[""os15-c000414"",""os15-c000284"",""os15-c000450"",""os15-c000386"",""os15-c000351""]",4,False,True,0.25,5532,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0440__proprietary_gpt__os15-s0064__trial-1.json,[]
441,proprietary_gpt,os15-s0064,2,positive,valid,True,False,os15-c000386,"[""os15-c000386"",""os15-c000351"",""os15-c000414"",""os15-c000284"",""os15-c000450""]",1,True,True,1.0,5197,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0441__proprietary_gpt__os15-s0064__trial-2.json,[]
442,proprietary_gpt,os15-s0064,3,positive,valid,True,False,os15-c000386,"[""os15-c000284"",""os15-c000450"",""os15-c000414"",""os15-c000386"",""os15-c000351""]",4,False,True,0.25,3810,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0442__proprietary_gpt__os15-s0064__trial-3.json,[]
443,proprietary_gpt,os15-s0064,4,positive,valid,True,False,os15-c000386,"[""os15-c000386"",""os15-c000414"",""os15-c000284"",""os15-c000450"",""os15-c000351""]",1,True,True,1.0,4866,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0443__proprietary_gpt__os15-s0064__trial-4.json,[]
444,proprietary_gpt,os15-s0064,5,positive,valid,True,False,os15-c000386,"[""os15-c000386"",""os15-c000414"",""os15-c000284"",""os15-c000450"",""os15-c000351""]",1,True,True,1.0,3461,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0444__proprietary_gpt__os15-s0064__trial-5.json,[]
445,proprietary_gpt,os15-s0065,1,positive,valid,True,False,os15-c000065,"[""os15-c000065"",""os15-c000135"",""os15-c000220"",""os15-c000122"",""os15-c000210""]",1,True,True,1.0,3729,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0445__proprietary_gpt__os15-s0065__trial-1.json,[]
446,proprietary_gpt,os15-s0065,2,positive,valid,True,False,os15-c000065,"[""os15-c000065"",""os15-c000135"",""os15-c000220"",""os15-c000122"",""os15-c000210""]",1,True,True,1.0,4234,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0446__proprietary_gpt__os15-s0065__trial-2.json,[]
447,proprietary_gpt,os15-s0065,3,positive,valid,True,False,os15-c000065,"[""os15-c000065"",""os15-c000135"",""os15-c000220"",""os15-c000122"",""os15-c000210""]",1,True,True,1.0,3851,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0447__proprietary_gpt__os15-s0065__trial-3.json,[]
448,proprietary_gpt,os15-s0065,4,positive,valid,True,False,os15-c000065,"[""os15-c000065"",""os15-c000135"",""os15-c000220"",""os15-c000122"",""os15-c000210""]",1,True,True,1.0,6758,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0448__proprietary_gpt__os15-s0065__trial-4.json,[]
449,proprietary_gpt,os15-s0065,5,positive,valid,True,False,os15-c000065,"[""os15-c000065"",""os15-c000135"",""os15-c000220"",""os15-c000122"",""os15-c000210""]",1,True,True,1.0,3599,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0449__proprietary_gpt__os15-s0065__trial-5.json,[]
450,proprietary_gpt,os15-s0066,1,positive,valid,True,False,os15-c000200,"[""os15-c000470"",""os15-c000426"",""os15-c000311"",""os15-c000321"",""os15-c000200""]",5,False,False,0.2,4693,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0450__proprietary_gpt__os15-s0066__trial-1.json,[]
451,proprietary_gpt,os15-s0066,2,positive,valid,True,False,os15-c000200,"[""os15-c000470"",""os15-c000426"",""os15-c000311"",""os15-c000321"",""os15-c000200""]",5,False,False,0.2,4494,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0451__proprietary_gpt__os15-s0066__trial-2.json,[]
452,proprietary_gpt,os15-s0066,3,positive,valid,True,False,os15-c000200,"[""os15-c000470"",""os15-c000426"",""os15-c000311"",""os15-c000321"",""os15-c000200""]",5,False,False,0.2,5161,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0452__proprietary_gpt__os15-s0066__trial-3.json,[]
453,proprietary_gpt,os15-s0066,4,positive,valid,True,False,os15-c000200,"[""os15-c000470"",""os15-c000426"",""os15-c000311"",""os15-c000321"",""os15-c000200""]",5,False,False,0.2,4956,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0453__proprietary_gpt__os15-s0066__trial-4.json,[]
454,proprietary_gpt,os15-s0066,5,positive,valid,True,False,os15-c000200,"[""os15-c000470"",""os15-c000426"",""os15-c000311"",""os15-c000321"",""os15-c000200""]",5,False,False,0.2,4523,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0454__proprietary_gpt__os15-s0066__trial-5.json,[]
455,proprietary_gpt,os15-s0067,1,positive,valid,True,False,os15-c000201,"[""os15-c000491"",""os15-c000324"",""os15-c000312"",""os15-c000063"",""os15-c000201""]",5,False,False,0.2,3534,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0455__proprietary_gpt__os15-s0067__trial-1.json,[]
